Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
Again,Janet,Janet Jackson,1994,1993-05-18,227133,60,0.359,0.882,0.359,0.287,0.00607,0.186,-9.51,0.0303,130.135,4
I'll Remember (Theme from the Motion Picture With Honors),With Honors (Music From The Motion Picture Soundtrack),Various Artists,1994,1994-03-18,263813,26,0.691,0.625,0.691,0.598,0.0174,0.0709,-9.699,0.043,167.797,4
Whatta Man,Very Necessary,Salt-N-Pepa,1994,1993-01-01,308360,0,0.754,0.164,0.754,0.551,3.43E-05,0.185,-10.614,0.244,173.1,4
Wild Night,Dance Naked,John Mellencamp,1994,1994,207506,47,0.665,0.0695,0.665,0.888,0.00147,0.104,-4.433,0.0552,144.339,4
Without You,Music Box,Mariah Carey,1994,1993-08-04,213666,71,0.576,0.323,0.576,0.526,2.01E-06,0.0548,-8.524,0.0325,122.06,4
Never Forget You,Music Box,Mariah Carey,1994,1993-08-04,225706,43,0.525,0.2,0.525,0.533,0.0,0.198,-7.419,0.0289,149.923,3
You Mean the World to Me,Toni Braxton,Toni Braxton,1994,1993-07-12,296400,47,0.595,0.0964,0.595,0.736,9.28E-06,0.104,-6.648,0.0469,167.669,4
"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",The Lion King,Various Artists,1994,1994-01-01,241013,66,0.309,0.87,0.309,0.181,0.000279,0.118,-17.022,0.0337,124.711,4
Fantastic Voyage,It Takes a Thief,Coolio,1994,1994-07-19,334440,57,0.888,0.0389,0.888,0.584,3.25E-06,0.0625,-13.308,0.112,104.704,4
Believe,Believe,Cher,1995,1998,239026,76,0.652,0.0082,0.652,0.917,0.0,0.0509,-6.72,0.0548,132.975,4
No Scrubs,Fanmail,TLC,1995,1999-02-23,214400,79,0.743,0.0251,0.743,0.675,0.000717,0.0685,-4.267,0.0953,92.909,4
Angel of Mine,The Boy Is Mine,Monica,1995,1998-07-13,250173,66,0.592,0.00373,0.592,0.562,3.23E-05,0.223,-6.869,0.0239,90.16,4
Heartbreak Hotel (feat. Faith Evans & Kelly Price),My Love Is Your Love,Whitney Houston,1995,1998-11-17,281493,53,0.724,0.0477,0.724,0.535,0.0,0.0314,-7.616,0.0588,133.816,4
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,1995,1999-01-12,211066,77,0.759,0.202,0.759,0.699,0.000131,0.443,-5.745,0.0307,92.96,4
Kiss Me,Sixpence None The Richer,Sixpence None The Richer,1995,1997,208680,0,0.526,0.023,0.526,0.749,1.76E-06,0.0692,-6.964,0.0283,99.982,4
Genie in a Bottle,Christina Aguilera,Christina Aguilera,1995,1999-07-15,217133,0,0.633,0.185,0.633,0.792,0.000185,0.152,-6.968,0.149,175.795,4
Every Morning,14:59,Sugar Ray,1995,1998-12-23,219866,64,0.833,0.0834,0.833,0.679,0.00258,0.0769,-4.496,0.0365,109.916,4
Nobody's Supposed to Be Here,One Wish,Deborah Cox,1995,1998-09-17,262333,57,0.662,0.202,0.662,0.531,1.16E-05,0.595,-5.3,0.0361,119.957,4
Livin' la Vida Loca,The Greatest Hits,Ricky Martin,1995,2011,243373,43,0.417,0.00463,0.417,0.956,0.0,0.0725,-3.771,0.055,178.119,4
Where My Girls At,702,702,1995,1999-01-01,166693,59,0.705,0.0352,0.705,0.725,0.0149,0.194,-7.435,0.0506,92.186,4
If You Had My Love,On The 6,Jennifer Lopez,1995,1999-06-01,266000,63,0.68,0.0645,0.68,0.625,5.81E-05,0.109,-7.0,0.0353,94.02,4
Slide,Dizzy up the Girl,The Goo Goo Dolls,1995,1998-09-11,212066,70,0.395,0.00483,0.395,0.843,0.0,0.0404,-4.476,0.0374,112.423,4
Have You Ever,Never Say Never,Brandy,1995,1998-05-29,273440,61,0.698,0.542,0.698,0.533,0.0,0.333,-6.246,0.0437,134.001,4
I Want It That Way,Millennium,Backstreet Boys,1995,1999-05-18,213306,79,0.689,0.257,0.689,0.694,0.0,0.148,-5.83,0.027,99.039,4
I'm Your Angel (with Céline Dion),R.,R. Kelly,1995,1996,332066,52,0.62,0.669,0.62,0.504,0.0,0.11,-7.26,0.0301,112.681,4
All Star,Astro Lounge,Smash Mouth,1995,1999-06-08,200373,79,0.731,0.0395,0.731,0.867,0.0,0.0861,-5.881,0.032,104.019,4
Angel,Surfacing,Sarah McLachlan,1995,1997-08-29,270400,69,0.532,0.949,0.532,0.0744,1.22E-05,0.106,-16.092,0.0355,117.131,3
Smooth (feat. Rob Thomas),Supernatural (Remastered),Santana,1995,1999-06-15,294986,69,0.609,0.16,0.609,0.923,4.73E-06,0.295,-3.908,0.0338,115.996,4
Unpretty,Fanmail,TLC,1995,1999-02-23,278066,62,0.648,0.00152,0.648,0.622,5.97E-05,0.109,-6.063,0.0428,88.684,4
Too Close,Rated Next,Next,1996,1997-09-30,259440,66,0.847,0.0118,0.847,0.402,0.0,0.283,-9.952,0.0641,99.693,4
The Boy Is Mine,Never Say Never,Brandy,1996,1998-05-29,294786,68,0.704,0.539,0.704,0.707,0.00106,0.318,-6.537,0.0391,93.145,4
You're Still The One,Come On Over,Shania Twain,1996,1997,212560,1,0.551,0.45,0.551,0.527,0.0,0.0867,-7.119,0.0302,133.758,4
Truly Madly Deeply,Savage Garden,Savage Garden,1996,1997-03-04,277266,74,0.555,0.403,0.555,0.698,0.0,0.0851,-8.874,0.0287,168.12,4
How Do I Live,Greatest Hits,LeAnn Rimes,1996,2003-11-18,266973,69,0.577,0.128,0.577,0.462,0.0,0.0822,-7.989,0.0279,128.303,4
Together Again,The Velvet Rope,Janet Jackson,1996,1997-10-07,301200,68,0.873,0.078,0.873,0.593,0.00697,0.104,-8.942,0.103,123.091,4
All My Life,Love Always,K-Ci & JoJo,1996,1997-01-01,331240,70,0.629,0.114,0.629,0.511,3.91E-06,0.0588,-8.651,0.0326,128.038,4
Candle In The Wind 1997,Candle In The Wind 1997 / Something About ...,Elton John,1996,1997-01-01,250106,56,0.45,0.977,0.45,0.311,0.00713,0.167,-8.175,0.0314,125.648,4
Nice & Slow - Live,Live,Usher,1996,1999-03-23,390760,21,0.499,0.102,0.499,0.713,1.1E-05,0.909,-10.036,0.19,121.86,4
I Don't Want to Wait,This Fire,Paula Cole,1996,1996,320026,60,0.41,0.298,0.41,0.468,1.19E-05,0.0426,-8.177,0.0553,177.508,4
How's It Going to Be,Third Eye Blind,Third Eye Blind,1996,1997-04-08,253413,65,0.562,0.00327,0.562,0.593,0.00139,0.0967,-9.362,0.0263,80.289,4
"No, No, No, Pt. 1",Destiny's Child,Destiny's Child,1996,1998-02-17,247040,43,0.694,0.19,0.694,0.368,0.0,0.14,-7.264,0.0655,60.117,4
"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,Céline Dion,1996,1997-06-01,279760,0,0.19,0.699,0.19,0.276,2.77E-06,0.124,-11.697,0.0354,81.857,3
Gettin' Jiggy Wit It,Gettin' Jiggy Wit It,Will Smith,1996,1998,228493,0,0.866,0.0223,0.866,0.905,0.0,0.223,-3.759,0.144,107.874,4
You Make Me Wanna...,90 Sweet 90s Hits!,Various Artists,1996,2014-06-10,219546,42,0.761,0.0368,0.761,0.65,0.0,0.086,-6.865,0.0589,164.098,4
My Way,Live,Usher,1996,1999-03-23,217093,20,0.602,0.0363,0.602,0.725,0.0,0.863,-9.46,0.104,93.16,4
My All,Butterfly,Mariah Carey,1996,1997-09-03,230933,64,0.607,0.732,0.607,0.317,4.53E-05,0.086,-10.244,0.029,108.122,4
The First Night,The Boy Is Mine,Monica,1996,1998-07-13,235573,48,0.671,0.139,0.671,0.766,0.0,0.26,-9.218,0.0634,152.088,4
Been Around the World (feat. The Notorious B.I.G. & Mase),No Way Out,Diddy,1996,1997,325933,61,0.815,0.0191,0.815,0.529,0.0,0.406,-10.117,0.28,99.439,4
Adia,Surfacing,Sarah McLachlan,1996,1997-08-29,244666,56,0.526,0.722,0.526,0.37,0.0,0.157,-10.535,0.025,76.002,4
Something About The Way You Look Tonight - Edit Version,Candle In The Wind 1997 / Something About ...,Elton John,1997,1997-01-01,240546,57,0.48,0.174,0.48,0.628,3.28E-05,0.0753,-7.643,0.0262,143.412,4
Candle In The Wind 1997,Candle In The Wind 1997 / Something About ...,Elton John,1997,1997-01-01,250106,56,0.45,0.977,0.45,0.311,0.00713,0.167,-8.175,0.0314,125.648,4
Foolish Games,Pieces Of You,Jewel,1997,1995,340666,0,0.298,0.944,0.298,0.0735,0.000401,0.0976,-16.472,0.0378,131.045,4
You Were Meant For Me,Pieces Of You,Jewel,1997,1995,254480,0,0.582,0.791,0.582,0.33,1.48E-06,0.105,-7.928,0.0347,111.873,4
I'll Be Missing You (feat. Faith Evans & 112),No Way Out,Diddy,1997,1997,344813,48,0.709,0.548,0.709,0.347,0.00263,0.121,-9.055,0.0676,109.882,4
Un-Break My Heart,Secrets,Toni Braxton,1997,1996-04-24,270333,68,0.625,0.413,0.625,0.426,0.0,0.116,-8.392,0.0271,110.018,4
Can't Nobody Hold Me Down (feat. Mase),No Way Out,Diddy,1997,1997,231160,58,0.928,0.102,0.928,0.771,1.07E-05,0.338,-5.935,0.251,93.987,4
I Believe I Can Fly,R.,R. Kelly,1997,1998,321093,0,0.525,0.248,0.525,0.439,0.0,0.152,-7.581,0.0306,120.047,4
Don't Let Go (Love),EV3,En Vogue,1997,1997-06-17,291880,62,0.618,0.409,0.618,0.688,6.32E-06,0.3,-5.867,0.0477,78.311,4
Return of the Mack,Return of the Mack,Mark Morrison,1997,1996-04-22,213093,73,0.715,0.00631,0.715,0.833,0.0,0.164,-5.379,0.108,95.487,4
How Do I Live,Greatest Hits,LeAnn Rimes,1997,2003-11-18,266973,69,0.577,0.128,0.577,0.462,0.0,0.0822,-7.989,0.0279,128.303,4
Wannabe,Spice,Spice Girls,1997,1996-01-01,173026,79,0.768,0.101,0.768,0.864,0.0,0.162,-6.145,0.0324,110.008,4
Quit Playing Games (With My Heart),Backstreet Boys,Backstreet Boys,1997,1996,233533,57,0.8,0.0615,0.8,0.875,2.79E-06,0.13,-4.952,0.0338,100.033,4
MMMBop - Single Version,The Best Of Hanson 20th Century Masters The Millennium Collection,Hanson,1997,2006-01-01,238733,55,0.692,0.0046,0.692,0.938,0.00412,0.0631,-6.767,0.0468,104.887,4
For You I Will,The Boy Is Mine,Monica,1997,1998-07-13,294866,58,0.652,0.243,0.652,0.473,0.0,0.134,-7.981,0.0313,123.208,4
You Make Me Wanna...,You Make Me Wanna... (Remix),Usher,1997,1997-08-12,220093,32,0.755,0.0419,0.755,0.639,0.0,0.0683,-7.499,0.0549,164.078,4
Bitch,Blurring The Edges,Meredith Brooks,1997,1997-01-01,252760,67,0.617,0.0112,0.617,0.886,9.63E-05,0.0523,-5.953,0.055,96.328,4
Nobody (feat. Athena Cage),Keith Sweat,Keith Sweat,1997,1996,264773,63,0.699,0.484,0.699,0.492,0.0,0.0482,-9.449,0.0318,117.907,4
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,1997,1997-04-08,268360,74,0.64,0.00832,0.64,0.864,0.0,0.123,-6.576,0.0315,102.026,4
Barely Breathing,Duncan Sheik,Duncan Sheik,1997,1996,254546,59,0.482,0.0281,0.482,0.807,0.0,0.177,-6.976,0.0457,187.918,4
You're Makin' Me High,Secrets,Toni Braxton,1998,1996-04-24,267440,58,0.852,0.0117,0.852,0.563,1.96E-05,0.119,-8.663,0.0377,92.112,4
"Let It Flow - from ""Waiting to Exhale"" Original Soundtrack",Secrets,Toni Braxton,1998,1996-04-24,262373,44,0.66,0.507,0.66,0.489,0.0,0.0837,-7.618,0.0389,168.171,4
Twisted,Keith Sweat,Keith Sweat,1998,1996,260666,64,0.615,0.393,0.615,0.514,0.0,0.248,-9.759,0.0466,175.849,4
C'mon N' Ride It (The Train),Get On Up And Dance,Quad City DJ's,1998,1996-06-18,451440,50,0.843,0.0913,0.843,0.959,0.0,0.408,-4.933,0.0914,135.988,4
Missing,Amplified Heart + Extra Track,Everything But The Girl,1998,1994-06-13,247200,0,0.676,0.0812,0.676,0.486,6.08E-05,0.121,-10.457,0.0327,123.555,4
Ironic,Jagged Little Pill,Alanis Morissette,1998,1995-06-09,225933,57,0.495,0.246,0.495,0.595,0.0,0.236,-7.57,0.0443,85.341,4
Exhale - Shoop Shoop,Whitney The Greatest Hits,Whitney Houston,1998,2000-05-16,201573,0,0.656,0.43,0.656,0.429,0.0,0.158,-7.903,0.0307,137.952,4
Follow You Down,Follow You Down,Gin Blossoms,1998,1996-01-01,227226,0,0.494,0.012,0.494,0.913,0.0,0.0702,-6.22,0.0477,155.88,4
Til I Hear It From You,Follow You Down,Gin Blossoms,1998,1996-01-01,228902,0,0.576,0.118,0.576,0.744,0.0,0.304,-7.95,0.03,124.42,4
Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,Waiting To Exhale,Various Artists,1998,1995-11-14,292066,54,0.796,0.245,0.796,0.515,0.00196,0.0515,-8.083,0.0276,93.278,4
How Do You Want It,All Eyez On Me,2Pac,1998,1996-02-13,287546,3,0.763,0.0346,0.763,0.84,0.0,0.0601,-3.704,0.0929,92.477,4
It's All Coming Back to Me Now - Radio Edit 1,My Love Essential Collection,Céline Dion,1998,2008,320373,50,0.366,0.58,0.366,0.593,0.0,0.0845,-7.107,0.0537,177.291,4
Change the World,Clapton Chronicles: The Best of Eric Clapton,Eric Clapton,1998,1999-10-12,234866,67,0.721,0.492,0.721,0.558,0.00563,0.113,-8.8,0.0246,96.887,4
Hey Lover,Mr. Smith,LL Cool J,1998,1995-01-01,284693,0,0.707,0.35,0.707,0.421,0.0,0.112,-12.399,0.0743,88.1,4
Loungin,Mr. Smith,LL Cool J,1998,1995-01-01,252000,0,0.754,0.163,0.754,0.745,0.000649,0.0391,-8.957,0.0621,91.105,4
Insensitive,Living Under June,Jann Arden,1998,1994-01-01,256026,0,0.514,0.187,0.514,0.446,0.000155,0.127,-10.167,0.0266,178.669,4
Be My Lover,Sweet Dreams,La Bouche,1998,1996-01-16,240266,62,0.669,0.00129,0.669,0.941,4.3E-06,0.886,-5.765,0.0313,134.809,4
Name,A Boy Named Goo,The Goo Goo Dolls,1998,1995-03-10,270000,66,0.464,0.0691,0.464,0.701,0.00182,0.0766,-5.943,0.0341,73.97,4
Who Will Save Your Soul,Pieces Of You,Jewel,1998,1995,239293,0,0.686,0.704,0.686,0.467,0.00103,0.13,-9.712,0.0419,126.179,4
Where Do You Go,My Promise,No Mercy,1998,1996-10-05,272093,61,0.734,0.0346,0.734,0.828,0.118,0.071,-11.018,0.0318,127.06,4
Gangsta's Paradise (feat. L.V.),Gangsta's Paradise (US Release),Coolio,1999,1995-11-07,241933,0,0.641,0.0372,0.641,0.63,0.0,0.4,-6.393,0.0521,79.955,4
Waterfalls,Crazysexycool,TLC,1999,1994-11-15,279506,72,0.77,0.311,0.77,0.505,7.4E-05,0.0777,-7.345,0.0828,171.798,4
Creep,Crazysexycool,TLC,1999,1994-11-15,268533,67,0.811,0.0193,0.811,0.458,1.41E-06,0.0526,-9.688,0.0402,92.94,4
Kiss from a Rose,Seal,Seal,1999,1994-05-31,288426,73,0.583,0.684,0.583,0.532,0.0,0.306,-7.11,0.0309,131.741,3
On Bended Knee,II,Boyz II Men,1999,1994-01-01,329800,58,0.631,0.413,0.631,0.516,0.0,0.115,-8.225,0.0353,116.654,4
Another Night,Another Night,Real McCoy,1999,1995-03-28,236933,60,0.813,0.0908,0.813,0.882,0.00457,0.147,-7.575,0.0402,125.983,4
Fantasy,Daydream,Mariah Carey,1999,1995-09-26,243493,70,0.669,0.139,0.669,0.727,0.0,0.123,-7.588,0.0353,102.322,4
Take a Bow,Bedtime Stories,Madonna,1999,1994-10-25,321360,53,0.568,0.417,0.568,0.366,3.39E-06,0.0664,-8.854,0.0258,79.98,4
Don't Take It Personal (Just One of Dem Days),Miss Thang,Monica,1999,1995-07-18,258466,57,0.731,0.00864,0.731,0.355,5.14E-05,0.0579,-12.741,0.0603,175.72,4
This Is How We Do It,This Is How We Do It,Montell Jordan,1999,1995-01-01,277293,57,0.775,0.042,0.775,0.606,0.0,0.523,-9.86,0.12,103.648,4
I Know,Wild Seed - Wild Flower,Dionne Farris,1999,1994-10-25,227826,40,0.589,0.0502,0.589,0.962,0.00225,0.242,-6.815,0.181,103.396,4
Water Runs Dry,II,Boyz II Men,1999,1994-01-01,201400,53,0.589,0.475,0.589,0.368,0.0,0.108,-12.979,0.0264,89.626,4
Freak Like Me,Do You Wanna Ride?,Adina Howard,1999,1995,253613,60,0.655,0.0262,0.655,0.837,5.85E-06,0.0454,-6.04,0.0723,91.014,4
Run-Around,Four,Blues Traveler,1999,1994-01-01,279800,63,0.629,0.0865,0.629,0.867,0.0,0.126,-7.307,0.0603,151.695,4
I Can Love You Like That,And The Music Speaks,All-4-One,1999,1995-01-01,257959,58,0.635,0.0811,0.635,0.712,0.0,0.322,-4.998,0.0283,91.024,4
Have You Ever Really Loved A Woman?,18 Til I Die,Bryan Adams,1999,1996-06-04,291666,69,0.57,0.536,0.57,0.478,1.33E-05,0.0931,-10.185,0.0322,145.517,3
Always,Cross Road,Bon Jovi,1999,1994-01-01,353026,0,0.428,0.151,0.428,0.662,1.84E-06,0.215,-5.433,0.0295,71.515,4
Boombastic,Boombastic,Shaggy,1999,1995-07-11,249933,67,0.867,0.242,0.867,0.538,1.75E-05,0.316,-16.183,0.361,158.328,4
Total Eclipse of the Heart,Secrets,Nicki French,1999,1995,235159,0,0.603,0.00682,0.603,0.789,0.0,0.11,-8.939,0.0285,136.049,4
You Gotta Be,I Ain't Movin',Des'ree,1999,1994-04-27,245200,65,0.627,0.211,0.627,0.669,2.72E-06,0.111,-9.985,0.0412,94.029,4
Back At One,Back At One,Brian McKnight,2000,1999-09-21,263666,71,0.661,0.452,0.661,0.346,0.0,0.131,-9.115,0.03,129.752,4
Breathe,Breathe,Faith Hill,2000,1999-11-09,250546,67,0.529,0.173,0.529,0.496,0.0,0.251,-9.007,0.029,136.859,4
Smooth (feat. Rob Thomas),Supernatural (Remastered),Santana,2000,1999-06-15,294986,69,0.609,0.16,0.609,0.923,4.73E-06,0.295,-3.908,0.0338,115.996,4
I Wanna Know,My Name Is Joe,Joe,2000,2000-04-18,296693,65,0.725,0.26,0.725,0.487,1.09E-05,0.431,-5.959,0.0368,136.086,4
Everything You Want,Everything You Want,Vertical Horizon,2000,1999-06-14,257066,64,0.637,0.0504,0.637,0.759,0.0,0.0642,-6.389,0.0305,93.898,4
Say My Name,The Writing's On The Wall,Destiny's Child,2000,1999-07-27,271333,76,0.713,0.273,0.713,0.678,0.0,0.149,-3.525,0.102,138.009,4
I Knew I Loved You,Affirmation,Savage Garden,2000,1999-11-09,250360,70,0.61,0.32,0.61,0.497,6.11E-05,0.0884,-9.88,0.0279,85.031,4
Maria Maria (feat. The Product G&B),Supernatural (Remastered),Santana,2000,1999-06-15,261973,67,0.777,0.0406,0.777,0.601,0.00201,0.0348,-5.931,0.126,97.911,4
Amazed,Lonely Grill,Lonestar,2000,1999,240866,68,0.561,0.26,0.561,0.543,0.0,0.124,-8.498,0.0324,139.803,4
Try Again,IT - The Complete Fantasy Playlist,Various Artists,2000,2019-09-26,284000,59,0.798,0.0876,0.798,0.629,0.0,0.0914,-5.8,0.272,93.023,4
Bent,Mad Season,Matchbox Twenty,2000,2000-05-23,256133,55,0.518,0.0404,0.518,0.83,3.85E-06,0.375,-6.814,0.0386,95.468,4
He Wasn't Man Enough,The Heat,Toni Braxton,2000,2000,261933,68,0.739,0.00947,0.739,0.947,2.99E-05,0.326,-1.915,0.0412,88.009,4
Higher,Human Clay,Creed,2000,1999-01-01,316733,69,0.459,5.15E-05,0.459,0.83,0.00014,0.206,-6.254,0.0364,155.827,4
"Jumpin', Jumpin'",The Writing's On The Wall,Destiny's Child,2000,1999-07-27,230200,70,0.771,0.00543,0.771,0.685,0.00157,0.0537,-4.639,0.0567,88.997,4
Thong Song,Unleash The Dragon,Sisqo,2000,1999-01-01,253733,67,0.706,0.119,0.706,0.888,9.64E-05,0.07,-6.959,0.0654,121.549,4
Kryptonite,The Better Life,3 Doors Down,2000,2000,233933,79,0.545,0.00664,0.545,0.865,1.1E-05,0.168,-5.708,0.0286,99.009,4
There You Go,Can't Take Me Home,P!nk,2000,2000,202706,0,0.829,0.085,0.829,0.86,0.0,0.0412,-6.381,0.0845,107.91,4
Music,Music,Madonna,2000,2000-09-19,225973,46,0.736,0.00149,0.736,0.802,0.0876,0.14,-8.527,0.0663,119.854,4
Doesn't Really Matter,All For You,Janet Jackson,2000,2001-01-01,265026,46,0.771,0.0993,0.771,0.796,0.00278,0.0981,-3.081,0.076,99.316,4
What a Girl Wants,Christina Aguilera,Christina Aguilera,2000,1999-07-15,215866,0,0.755,0.0671,0.755,0.827,0.0,0.329,-6.803,0.114,142.122,4
Hanging By A Moment,No Name Face,Lifehouse,2001,2000,216066,65,0.541,0.00118,0.541,0.864,0.0,0.0896,-4.915,0.0357,124.557,4
Fallin',Songs In A Minor,Alicia Keys,2001,2001-06-05,210200,1,0.653,0.263,0.653,0.609,0.00101,0.233,-7.519,0.037,95.982,3
All For You,All For You,Janet Jackson,2001,2001-04-24,330026,50,0.752,0.0178,0.752,0.925,0.125,0.104,-3.288,0.0867,113.528,3
I'm Real (feat. Ja Rule) - Murder Remix,J.Lo,Jennifer Lopez,2001,2001-01-23,262133,64,0.708,0.273,0.708,0.587,0.0,0.0718,-7.93,0.151,83.46,4
If You're Gone,Mad Season,Matchbox Twenty,2001,2000-05-23,274933,66,0.544,0.427,0.544,0.659,1.33E-06,0.126,-7.191,0.0298,109.933,4
Let Me Blow Ya Mind,Scorpion,Eve,2001,2001-01-01,230133,72,0.908,0.242,0.908,0.557,0.0,0.0709,-4.243,0.107,90.032,4
Thank You,No Angel,Dido,2001,1999-06-01,217826,61,0.722,0.284,0.722,0.595,0.000538,0.0694,-9.928,0.0415,79.98,4
Again,Greatest Hits,Lenny Kravitz,2001,2000,228933,54,0.554,0.0186,0.554,0.82,4.91E-05,0.161,-5.035,0.0296,79.147,4
"Independent Women, Pt. 1",Survivor,Destiny's Child,2001,2001-05-01,221133,66,0.73,0.362,0.73,0.602,3.69E-06,0.169,-3.782,0.206,97.954,4
Hit 'Em Up Style (Oops!),So Blu,Blu Cantrell,2001,2001-01-18,250706,62,0.667,0.201,0.667,0.773,0.0,0.404,-4.983,0.0586,89.976,4
It Wasn't Me,Hot Shot,Shaggy,2001,2000-01-01,227600,0,0.849,0.0566,0.849,0.613,0.0,0.335,-4.796,0.0715,94.75,4
Stutter (feat. Mystikal) - Double Take Remix,My Name Is Joe,Joe,2001,2000-04-18,213026,57,0.767,0.0513,0.767,0.759,0.0,0.31,-6.516,0.117,89.989,4
It's Been Awhile,Break the Cycle,Staind,2001,2001-05-22,264706,67,0.509,0.00189,0.509,0.774,0.000549,0.143,-4.054,0.0338,116.529,4
U Remind Me,8701,Usher,2001,2001-08-07,266893,73,0.657,0.194,0.657,0.629,0.0,0.254,-4.938,0.0782,93.985,4
Where the Party At (feat. Nelly),Jagged Little Thrill,Jagged Edge,2001,2001-07-03,232573,66,0.596,0.31,0.596,0.661,0.0,0.0847,-6.239,0.226,129.491,5
Angel,Hot Shot,Shaggy,2001,2000-01-01,235133,0,0.733,0.146,0.733,0.759,0.0,0.04,-2.994,0.171,170.573,4
Ride Wit Me,Country Grammar,Nelly,2001,2000-06-27,291781,1,0.854,0.0668,0.854,0.692,0.0,0.247,-6.625,0.0479,101.865,4
Follow Me,Double Wide,Uncle Kracker,2001,2000-06-13,218439,72,0.817,0.439,0.817,0.585,0.0,0.147,-4.688,0.0301,105.014,4
Peaches & Cream,Part III,112,2001,2001,193093,65,0.677,0.00277,0.677,0.52,0.0,0.0532,-6.255,0.334,203.862,4
How You Remind Me,Silver Side Up,Nickelback,2001,2001-09-11,223840,79,0.446,0.00135,0.446,0.764,0.0,0.099,-5.042,0.033,172.094,4
Foolish,Ashanti,Ashanti,2002,2002-01-01,227386,72,0.665,0.347,0.665,0.695,0.0,0.106,-5.763,0.0532,90.119,4
Hot In Herre,Nellyville,Nelly,2002,2002-06-25,228240,72,0.956,0.206,0.956,0.745,0.0,0.0615,-4.753,0.12,107.075,4
Dilemma,Nellyville,Nelly,2002,2002-06-25,289160,78,0.727,0.227,0.727,0.552,0.000164,0.198,-8.074,0.14,168.189,4
Wherever You Will Go,Camino Palmero,The Calling,2002,2001,208600,73,0.558,0.0367,0.558,0.719,0.0,0.115,-5.113,0.0267,112.027,4
A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002,2002-04-30,237493,76,0.56,0.323,0.56,0.825,0.0,0.161,-3.862,0.0379,94.931,4
In the End,Hybrid Theory (Bonus Edition),Linkin Park,2002,2000-10-24,216880,84,0.556,0.00958,0.556,0.864,0.0,0.209,-5.87,0.0584,105.143,4
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2002,2001-12-04,267093,73,0.835,0.0219,0.835,0.707,2.19E-05,0.108,-5.074,0.0598,93.955,4
U Got It Bad,8701,Usher,2002,2001-08-07,247840,70,0.816,0.0227,0.816,0.5,1.53E-06,0.0733,-4.551,0.03,124.037,4
Blurry,Come Clean,Puddle Of Mudd,2002,2001-01-01,304000,0,0.431,0.00916,0.431,0.94,0.0,0.142,-4.462,0.0563,157.477,4
Complicated,Let Go,Avril Lavigne,2002,2002-06-04,244506,78,0.585,0.0572,0.585,0.776,7.74E-06,0.3,-5.898,0.0459,77.987,4
Always On Time,Pain Is Love,Ja Rule,2002,2001-01-01,245133,73,0.839,0.208,0.839,0.706,0.0,0.242,-6.104,0.199,96.673,4
Ain't It Funny,Exodus,Ja Rule,2002,2005-01-01,236653,0,0.809,0.379,0.809,0.653,0.0,0.051,-5.523,0.142,89.432,4
The Middle,Bleed American (Deluxe Edition),Jimmy Eat World,2002,2001,168253,1,0.629,0.0424,0.629,0.897,0.0,0.263,-3.401,0.0483,161.944,4
I Need a Girl (Pt. 1) [feat. Usher & Loon],R&B Hits,Various Artists,2002,2005-10-04,268800,64,0.66,0.397,0.66,0.707,0.0,0.211,-5.758,0.208,89.279,4
U Don't Have to Call,8701,Usher,2002,2001-08-07,269400,59,0.793,0.0478,0.793,0.568,3.57E-05,0.0304,-4.958,0.0459,100.005,4
Family Affair,No More Drama,Mary J. Blige,2002,2001-01-01,265866,71,0.911,0.132,0.911,0.551,4.12E-05,0.0863,-3.75,0.0449,92.887,4
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Bad Boy's 10th Anniversary- The Hits,Various Artists,2002,2004-03-09,285586,69,0.713,0.421,0.713,0.471,0.0,0.0308,-7.392,0.483,199.765,4
Gangsta Lovin',Eve-Olution,Eve,2002,2002-01-01,239266,58,0.723,0.0619,0.723,0.84,0.0,0.0945,-3.523,0.0608,94.332,4
My Sacrifice,Weathered,Creed,2002,2001-01-01,294600,71,0.32,0.000101,0.32,0.88,4.31E-06,0.076,-6.035,0.0504,146.349,4
In Da Club,Get Rich Or Die Tryin',50 Cent,2002,2003-02-06,193466,71,0.902,0.26,0.902,0.72,0.0,0.0749,-2.776,0.347,90.059,4
Ignition - Remix,Chocolate Factory,R. Kelly,2003,2003,186066,70,0.795,0.061,0.795,0.523,0.0,0.0914,-7.165,0.0423,133.024,4
Get Busy,Dutty Rock,Sean Paul,2003,2002-11-12,211666,60,0.735,0.615,0.735,0.824,0.0,0.158,-4.143,0.036,100.202,4
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003,2003-06-24,236133,76,0.646,0.00249,0.646,0.77,0.0,0.0715,-6.596,0.226,99.165,4
